"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL480"	"LANSOPRAZOLE"	"4.0"	"369.37"	"0"	"3.52"	"33"	"Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1140"	"NIACINAMIDE"	"4.0"	"122.13"	"0"	"0.18"	"NIACINAMIDE"	"NC(=O)c1cccnc1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1730"	"CEFOTAXIME"	"4.0"	"455.47"	"1"	"-0.62"	"CEFOTAXIME"	"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1123"	"DICYCLOMINE"	"4.0"	"309.49"	"0"	"4.40"	"DICYCLOMINE"	"CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL313493"	"METHANESULFONIC ACID METHYL ESTER"	"None"	"110.13"	"0"	"-0.41"	"METHYL METHANESULFONATE"	"COS(C)(=O)=O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1201010"	"FLUDROCORTISONE ACETATE"	"4.0"	"422.49"	"0"	"2.44"	"FLUDROCORTISONE ACETATE"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL95"	"TACRINE"	"4.0"	"198.27"	"0"	"2.70"	"TACRINE"	"Nc1c2c(nc3ccccc13)CCCC2"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL30"	"CIMETIDINE"	"4.0"	"252.35"	"0"	"0.60"	"CIMETIDINE"	"CN/C(=N\CCSCc1nc[nH]c1C)NC#N"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL11359"	"CISPLATIN"	"4.0"	"300.05"	"None"	"None"	"CISPLATIN"	""	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1753"	"CLINDAMYCIN"	"4.0"	"424.99"	"0"	"0.39"	"CLINDAMYCIN"	"CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL134"	"CLONIDINE"	"4.0"	"230.10"	"0"	"2.36"	"CLONIDINE"	"Clc1cccc(Cl)c1NC1=NCCN1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL504"	"DIMETHYL SULFOXIDE"	"4.0"	"78.14"	"0"	"-0.01"	"DIMETHYL SULFOXIDE"	"C[S+](C)[O-]"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1201193"	"LEVOBUPIVACAINE"	"4.0"	"288.44"	"0"	"3.90"	"LEVOBUPIVACAINE"	"CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL787"	"MONTELUKAST"	"4.0"	"586.20"	"2"	"8.95"	"MONTELUKAST"	"CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL11359"	"CISPLATIN"	"4.0"	"300.05"	"None"	"None"	"CISPLATIN"	""	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1909064"	"LIPOPOLYSACCHARIDE E. COLI O55:B5"	"None"	"None"	"None"	"None"	"LIPOPOLYSACCHARIDE E. COLI O55:B5"	""	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1909067"	""	"None"	"None"	"None"	"None"	"MC 258714"	""	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL45"	"MELATONIN"	"4.0"	"232.28"	"0"	"1.86"	"MELATONIN"	"COc1ccc2[nH]cc(CCNC(C)=O)c2c1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL517712"	"ATROPINE"	"4.0"	"289.38"	"0"	"1.93"	"ATROPINE"	"CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL426123"	""	"None"	"258.23"	"0"	"0.09"	"(-)-THALIDOMIDE"	"O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1282"	"IMIQUIMOD"	"4.0"	"240.31"	"0"	"2.82"	"IMIQUIMOD"	"CC(C)Cn1cnc2c(N)nc3ccccc3c21"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL631"	"PROPAFENONE"	"4.0"	"341.45"	"0"	"3.24"	"PROPAFENONE"	"CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL161829"	""	"None"	"447.48"	"0"	"4.42"	"2c"	"Cc1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)n1-c1ccccc1.[Na+]"	"Relative potency"	"'='"	"9.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690061"	"Inhibition of cellular HMG-CoA reductase in cultures of hepatic cells (HEP G2, a human hepatoma cell line) relative to mevinolin"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124968"	"1"	"Scientific Literature"	"J Med Chem"	"1990"	"None"	""	""
"CHEMBL6273"	"FLEROXACIN"	"-1.0"	"369.34"	"0"	"1.70"	"FLEROXACIN"	"CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL25"	"ASPIRIN"	"4.0"	"180.16"	"0"	"1.31"	"ASPIRIN"	"CC(=O)Oc1ccccc1C(=O)O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL488821"	""	"None"	"560.63"	"1"	"4.05"	"18"	"Cc1cnc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)n2C)cn1"	"Kd"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"14.01"	"0.26"	"3.80"	"5.71"	"0"	"CHEMBL1018360"	"Binding affinity to HMG-CoA reductase by isothermal calorimetry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157498"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""
"CHEMBL31184"	"BENZO[DEF]CHRYSENE"	"0.5"	"252.32"	"1"	"5.74"	"BENZO[A]PYRENE"	"c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL264374"	"BEZAFIBRATE"	"4.0"	"361.83"	"0"	"3.55"	"BEZAFIBRATE"	"CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL826"	"ENOXACIN"	"4.0"	"320.32"	"0"	"0.66"	"ENOXACIN"	"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL3349544"	""	"None"	"418.57"	"0"	"4.59"	"1b"	"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21"	"IC50"	"'='"	"12.1"	"nM"	"7.92"	""	""	"UO_0000065"	"18.91"	"0.36"	"3.33"	"10.87"	"0"	"CHEMBL687156"	"The compound was tested in vitro for inhibitory activity against HMG-CoA reductase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125317"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""
"CHEMBL98"	"VORINOSTAT"	"4.0"	"264.32"	"0"	"2.47"	"1; SAHA"	"O=C(CCCCCCC(=O)Nc1ccccc1)NO"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	"407397"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3888526"	"Reductase Activity Assay: The HMGR activity was performed using HMG-CoA reductase assay kit from Sigma-Aldrich with the human recombinant protein or 100 μg total cell lysates from A549 cells. Lovastatin was used as a positive control, and SAHA as a negative control. HMGR activity under defined assay conditions, containing NADPH and HMG-CoA substrate in a final volume of 0.2 mL of 100 mM potassium phosphatate buffer (120 mM KCl, 1 mM EDTA, 5 mM DTT, pH 7.4), were initiated in the presence or absence (control) of test compounds dissolved in dimethylsulfoxide (DMSO). The rates of NADPH consumption were monitored every 20 seconds, for up to 10 minutes, by spectrophotometer at 37° C. and 340 nm."	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"A549"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886749"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3307651"	""	""
"CHEMBL1515611"	"BROMISOVALUM"	"-1.0"	"223.07"	"0"	"0.60"	"BROMISOVALUM"	"CC(C)C(Br)C(=O)NC(N)=O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"BETA-ESTRADIOL"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL127516"	"BUTAMBEN"	"4.0"	"193.25"	"0"	"2.23"	"BUTAMBEN"	"CCCCOC(=O)c1ccc(N)cc1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL567597"	"ARTEMISININ"	"4.0"	"282.34"	"0"	"2.39"	"ARTEMISININ"	"C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL139"	"DICLOFENAC"	"4.0"	"296.15"	"0"	"4.36"	"DICLOFENAC"	"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
